vendor_id,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_doing_business_as_name,cage_code,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_county_name,recipient_state_code,recipient_zip_4_code,contracting_officers_determination_of_business_size_code,contracting_officers_determination_of_business_size,source_transaction_count,recipient_name_variant_count,address_variant_count
UEI:EQA8NBEN9WD5,EQA8NBEN9WD5,,CORNELL UNIVERSITY,CORNELL UNIVERSITY,,1QBQ0,EQA8NBEN9WD5,,CORNELL UNIVERSITY,USA,260 DAY HALL,,ITHACA,TOMPKINS,NY,148532801,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:V78GCM6LJAC7,V78GCM6LJAC7,,RAND CONSTRUCTION COMPANY,RAND CONSTRUCTION COMPANY,,0CYC2,V78GCM6LJAC7,,RAND CONSTRUCTION COMPANY,USA,1428 W 9TH STREET,,KANSAS CITY,JACKSON,MO,641011220,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:N9NJK877QJK9,N9NJK877QJK9,,GUIDEHOUSE INC.,GUIDEHOUSE INC.,,1HLR9,N9NJK877QJK9,,GUIDEHOUSE INC.,USA,1676 INTERNATIONAL DR STE 800,,MC LEAN,FAIRFAX,VA,221023600,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:NNQUYPRG4KD5,NNQUYPRG4KD5,,"RIPPLE EFFECT COMMUNICATIONS, INC.","RIPPLE EFFECT COMMUNICATIONS, INC.",,3N5J3,NNQUYPRG4KD5,,"RIPPLE EFFECT COMMUNICATIONS, INC.",USA,"9600 BLACKWELL RD, STE 210",,ROCKVILLE,MONTGOMERY,MD,208503659,S,SMALL BUSINESS,6,1,1
UEI:RLPXK3FU7DF6,RLPXK3FU7DF6,,CCH INCORPORATED,CCH INCORPORATED,,9D625,TX1FA5CUSMM3,,WOLTERS KLUWER N.V.,USA,2700 LAKE COOK RD,,RIVERWOODS,LAKE,IL,600153867,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:GCY1LHH7J3M7,GCY1LHH7J3M7,,"WASHINGTON BUSINESS DYNAMICS, LLC","WASHINGTON BUSINESS DYNAMICS, LLC",,6PMU8,GCY1LHH7J3M7,,"WASHINGTON BUSINESS DYNAMICS, LLC",USA,2600 JOHN SAXON BLVD,,NORMAN,CLEVELAND,OK,730711166,S,SMALL BUSINESS,2,1,1
UEI:L7JZMAAEUUW7,L7JZMAAEUUW7,,SIGNET PARTNERS A CORP,SIGNET PARTNERS A CORP,,1KMG0,L7JZMAAEUUW7,,SIGNET PARTNERS A CORP,USA,821 S STEELE ST,,DENVER,DENVER,CO,802094841,S,SMALL BUSINESS,1,1,1
UEI:HEJPC2YLXUM7,HEJPC2YLXUM7,,JLWS ENTERPRISES INC,JLWS ENTERPRISES INCORPORATED,,3S4R3,HEJPC2YLXUM7,,JLWS ENTERPRISES INC,USA,"1130 TABB ST, STE C",,NORFOLK,NORFOLK (CITY),VA,235043434,S,SMALL BUSINESS,1,1,1
UEI:CD9SL37JKLK3,CD9SL37JKLK3,,TROOP CONTRACTING INC,"TROOP CONTRACTING, INC.",,66XY7,CD9SL37JKLK3,,TROOP CONTRACTING INC,USA,648 EXEC DR,,WILLOWBROOK,DUPAGE,IL,605275610,S,SMALL BUSINESS,2,1,1
UEI:TAJAUJ5D5U15,TAJAUJ5D5U15,,KONIAG OPERATIONS SERVICES LLC,KONIAG OPERATIONS SERVICES LLC,,99CC6,TAJAUJ5D5U15,,KONIAG OPERATIONS SERVICES LLC,USA,3800 CENTERPOINT DR STE 700,,ANCHORAGE,ANCHORAGE,AK,995035801,S,SMALL BUSINESS,4,1,1
UEI:LJFLFMFLUNF9,LJFLFMFLUNF9,,GUROO LLC,GUROO LLC,,66U03,XZT4KPJ2BH15,,GUROO LLC,USA,2850 EISENHOWER AVE,STE 220,ALEXANDRIA,ALEXANDRIA (CITY),VA,223144567,S,SMALL BUSINESS,1,1,1
UEI:DUYZENUX2PK8,DUYZENUX2PK8,,JEHN WATER CONSULTANTS INC,JEHN WATER CONSULTANTS INC,,60HR2,DUYZENUX2PK8,,JEHN WATER CONSULTANTS INC,USA,88 INVERNESS CIR E,UNIT K 102,ENGLEWOOD,ARAPAHOE,CO,801125528,S,SMALL BUSINESS,3,1,1
UEI:PKZDJC7X7QK8,PKZDJC7X7QK8,,SENTRILLION CORPORATION,SENTRILLION CORPORATION,,08CK9,PKZDJC7X7QK8,,SENTRILLION CORPORATION,USA,117 S 1ST ST STE 101,,SIERRA VISTA,COCHISE,AZ,856352517,S,SMALL BUSINESS,3,1,1
UEI:FM15VSSHWBZ5,FM15VSSHWBZ5,,"HURST-ROSCHE, INC.","HURST-ROSCHE, INC.",,837J7,H8S8W82A8LH3,,HURST ROSCHE INC,USA,200 N MARKET ST,,MARION,WILLIAMSON,IL,629592426,S,SMALL BUSINESS,4,1,1
UEI:U5QJLEJ8NZB1,U5QJLEJ8NZB1,,MANAGEAIRE LLC,MANAGEAIRE LLC,,666U9,Z5AKF9C7KN15,,MANAGEAIRE LLC,USA,8332 BRISTOL COURT SUITE 105,,JESSUP,HOWARD,MD,207949365,S,SMALL BUSINESS,5,1,1
UEI:RCHGGFQVYSD4,RCHGGFQVYSD4,,ALL IN ONE MOVING & STORAGE INC.,ALL IN ONE MOVING & STORAGE INC.,ALL IN ONE MOVING & STORAGE INC,9EUP7,RCHGGFQVYSD4,,ALL IN ONE MOVING & STORAGE INC.,USA,300 LANSDOWNE RD,,FREDERICKSBURG,FREDERICKSBURG (CITY),VA,224017351,S,SMALL BUSINESS,1,1,1
UEI:CHM8NCNTUM25,CHM8NCNTUM25,,B3 ENTERPRISES LLC,B3 ENTERPRISES LLC,,47U96,CHM8NCNTUM25,,B3 ENTERPRISES LLC,USA,11799 ANTIETAM RD,,WOODBRIDGE,PRINCE WILLIAM,VA,221921214,S,SMALL BUSINESS,9,1,1
UEI:HDY4LEBKJ163,HDY4LEBKJ163,,"EKLUTNA CONSTRUCTION & MAINTENANCE, LLC","EKLUTNA CONSTRUCTION & MAINTENANCE, LLC",,7JQ61,HDY4LEBKJ163,,"EKLUTNA CONSTRUCTION & MAINTENANCE, LLC",USA,2485 E ZAK CIR,STE D,WASILLA,MATANUSKA-SUSITNA,AK,996547384,S,SMALL BUSINESS,2,1,1
UEI:KJH5WKGPDQB6,KJH5WKGPDQB6,,ENNEAD ARCHITECTS LLP,ENNEAD ARCHITECTS LLP,,30DS9,LH6UL93V6L86,,ENNEAD ARCHITECTS LLP,USA,320 W 13TH ST,,NEW YORK,NEW YORK,NY,100141200,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:NKTGEQU94K97,NKTGEQU94K97,,FORD INDUSTRIES INC.,FORD INDUSTRIES INC.,,6LVK6,X7GJF6M21XJ3,,FORD INDUSTRIES INC,USA,5187 S ASCENSION WAY STE 100,,MURRAY,SALT LAKE,UT,841232957,S,SMALL BUSINESS,1,1,1
UEI:JD1LS4LLVJ78,JD1LS4LLVJ78,,CONCENTRIC SECURITY LLC,CONCENTRIC SECURITY LLC,,4FL03,JD1LS4LLVJ78,,CONCENTRIC SECURITY LLC,USA,7560 MAIN ST,,SYKESVILLE,CARROLL,MD,217847353,S,SMALL BUSINESS,1,1,1
UEI:JKC3NX2LP8H6,JKC3NX2LP8H6,,GESHER HUMAN SERVICES,GESHER HUMAN SERVICES,,4Z024,JKC3NX2LP8H6,,GESHER HUMAN SERVICES,USA,29699 SOUTHFIELD RD,,SOUTHFIELD,OAKLAND,MI,480762038,O,OTHER THAN SMALL BUSINESS,3,1,1
UEI:VN5PBKXXYBF7,VN5PBKXXYBF7,,"BAMFORTH ENGINEERS + SURVEYORS, INC","BAMFORTH ENGINEERS + SURVEYORS, INC",,4W154,VN5PBKXXYBF7,,"BAMFORTH ENGINEERS + SURVEYORS, INC",USA,1061 N SHORE RD,,NORFOLK,NORFOLK (CITY),VA,235053158,S,SMALL BUSINESS,1,1,1
UEI:U6MQLACFRAD1,U6MQLACFRAD1,,CYS ENTERPRISES LLC,"CYS ENTERPRISES, LLC",,81RG4,E8UKHJU7GDG3,,CYS ENTERPRISES LLC,USA,721 DEPOT DR ANCHORAGE,,ANCHORAGE,ANCHORAGE,AK,99501,S,SMALL BUSINESS,2,1,1
UEI:GJMDH1JGTY85,GJMDH1JGTY85,,INTERSTATE RELOCATION SERVICES INC,"INTERSTATE RELOCATION SERVICE, INC.",,09RX2,GJMDH1JGTY85,,INTERSTATE RELOCATION SERVICES INC,USA,5801 ROLLING RD,,SPRINGFIELD,FAIRFAX,VA,221521079,O,OTHER THAN SMALL BUSINESS,3,1,1
UEI:H9MUNU2XEAT3,H9MUNU2XEAT3,,"TOTAL SERVICES, LLC",TOTAL SERVICES LLC,,7Z4X8,ZLMJD6EN48J7,,TOTAL SERVICES  LLC,USA,6729 W CREST LN,,GLENDALE,MARICOPA,AZ,853105213,S,SMALL BUSINESS,3,1,1
UEI:VN5DYE5D4EG6,VN5DYE5D4EG6,,TRIGENT SOLUTIONS INC,TRIGENT SOLUTIONS INC.,,6BCM2,VN5DYE5D4EG6,,TRIGENT SOLUTIONS INC,USA,14801 MURDOCK ST STE 120-A,,CHANTILLY,FAIRFAX,VA,201511037,S,SMALL BUSINESS,4,1,1
UEI:CKY5ZRVEG7H9,CKY5ZRVEG7H9,,LANGLAS & ASSOCIATES INC,LANGLAS & ASSOCIATES INC,,5CYK3,CKY5ZRVEG7H9,,LANGLAS & ASSOCIATES INC,USA,2685 GABEL RD,,BILLINGS,YELLOWSTONE,MT,591027329,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:M3S7QKFTB3W5,M3S7QKFTB3W5,,"ALVAREZ & MARSAL FEDERAL, LLC","ALVAREZ & MARSAL FEDERAL, LLC",,9LP73,M3S7QKFTB3W5,,"ALVAREZ & MARSAL FEDERAL, LLC",USA,655 15TH ST NW STE 600,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200055733,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:F5DNB1QNXDB3,F5DNB1QNXDB3,,PLATINUM PAINTING LLC,PLATINUM PAINTING LLC,,5FN57,F5DNB1QNXDB3,,PLATINUM PAINTING LLC,USA,1632 KINGSWAY RD,,NORFOLK,NORFOLK (CITY),VA,235184347,S,SMALL BUSINESS,5,1,1
UEI:LCJ3FY3T4J43,LCJ3FY3T4J43,,"THE NUTMEG COMPANIES, INC.","NUTMEG COMPANIES, INC., THE",,09QN0,LCJ3FY3T4J43,,"THE NUTMEG COMPANIES, INC.",USA,1 OHIO AVE,,NORWICH,SOUTHEASTERN CONNECTICUT,CT,063601536,S,SMALL BUSINESS,8,1,1
UEI:JL69VUEB4LG5,JL69VUEB4LG5,,BAY WEST LLC,"BAY WEST, INC",,0W830,JL69VUEB4LG5,,BAY WEST LLC,USA,5 EMPIRE DR,,SAINT PAUL,RAMSEY,MN,551031856,S,SMALL BUSINESS,3,1,1
UEI:HDJ6L7LB3B98,HDJ6L7LB3B98,,"OFFICE DESIGN GROUP, INC.","OFFICE DESIGN GROUP, INC.",,1ZHQ4,HDJ6L7LB3B98,,"OFFICE DESIGN GROUP, INC.",USA,15375 BARRANCA PKWY,STE G109,IRVINE,ORANGE,CA,926182208,S,SMALL BUSINESS,5,1,1
UEI:KQF3MP2U2GD1,KQF3MP2U2GD1,,"INTERIOR PLUS, INC.","INTERIOR PLUS, INC.",,5YG45,WWVMP59NMQ77,,INTERIOR PLUS  INC.,USA,12000 SLAUSON AVE STE 20,,SANTA FE SPRINGS,LOS ANGELES,CA,906708680,S,SMALL BUSINESS,2,1,1
UEI:DT8KJHZXVJH5,DT8KJHZXVJH5,,CARAHSOFT TECHNOLOGY CORP,CARAHSOFT TECHNOLOGY CORP.,,1P3C5,DT8KJHZXVJH5,,CARAHSOFT TECHNOLOGY CORP,USA,11493 SUNSET HILLS RD,,RESTON,FAIRFAX,VA,201905230,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:VHA8GZ2XKAZ9,VHA8GZ2XKAZ9,,SVRC INDUSTRIES INC,"SVRC INDUSTRIES, INC.",,6P695,VHA8GZ2XKAZ9,,SVRC INDUSTRIES INC,USA,919 VETERANS MEMORIAL PKW,,SAGINAW,SAGINAW,MI,486011432,O,OTHER THAN SMALL BUSINESS,2,1,1
UEI:ECE4KQ6NY297,ECE4KQ6NY297,,"SUBURBAN ADULT SERVICES, INC.","SUBURBAN ADULT SERVICES, INC.",,3Y857,ECE4KQ6NY297,,"SUBURBAN ADULT SERVICES, INC.",USA,960 WEST MAPLE COURT,,ELMA,ERIE,NY,140599397,O,OTHER THAN SMALL BUSINESS,3,1,2
UEI:M2G4XXP1SVY5,M2G4XXP1SVY5,,UNIVERSAL BUNDLES LLC,UNIVERSAL BUNDLES LLC,,94P41,M2G4XXP1SVY5,,UNIVERSAL BUNDLES LLC,USA,2941 WINTER ROSE CT,,DUNWOODY,DEKALB,GA,303606005,S,SMALL BUSINESS,3,1,1
UEI:KUTGJYFVMVH8,KUTGJYFVMVH8,,HENOCK CONSTRUCTION LLC,HENOCK CONSTRUCTION LLC,,4PSW8,KUTGJYFVMVH8,,HENOCK CONSTRUCTION LLC,USA,1423 E HOUSTON ST,,SAN ANTONIO,BEXAR,TX,782022738,S,SMALL BUSINESS,1,1,1
UEI:CFFCKSFYH833,CFFCKSFYH833,,"HOWERY, CLAYTON","HOWERY, CLAYTON",,8BUA3,CFFCKSFYH833,,"HOWERY, CLAYTON",USA,1245 W GRANITE ST,,BUTTE,SILVER BOW,MT,597018919,S,SMALL BUSINESS,1,1,1
UEI:ZUNCFVLJE5L1,ZUNCFVLJE5L1,,"OUTDOOR SERVICES, INC","OUTDOOR SERVICES, INC",,5W0A5,ZUNCFVLJE5L1,,"OUTDOOR SERVICES, INC",USA,1967 FRONTIER DR,,BISMARCK,BURLEIGH,ND,585046917,S,SMALL BUSINESS,2,1,1
UEI:CY9VJHTMMJW6,CY9VJHTMMJW6,,MAK CONSTRUCTION LLC,MAK CONSTRUCTION LLC,,78HD6,CY9VJHTMMJW6,,MAK CONSTRUCTION LLC,USA,4575 32ND AVE S STE 5,,GRAND FORKS,GRAND FORKS,ND,582013305,S,SMALL BUSINESS,4,1,1
UEI:JMELL612BKH7,JMELL612BKH7,,JOB SQUAD INC,"JOB SQUAD, INC.",,1GNE4,JMELL612BKH7,,JOB SQUAD INC,USA,102 2ND ST,,BRIDGEPORT,HARRISON,WV,263301872,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:PCPAL5LQYNV1,PCPAL5LQYNV1,,ON-DEMAND SERVICES LLC,"ON-DEMAND SERVICES, LLC",,7SQ90,PCPAL5LQYNV1,,ON-DEMAND SERVICES LLC,USA,18045 W LITTLE YORK RD,,KATY,HARRIS,TX,774497264,S,SMALL BUSINESS,3,1,1
UEI:XGKZFTMEAB15,XGKZFTMEAB15,,"TILTON, KELLY + BELL, PLLC","TILTON, KELLY + BELL, L.L.C.",,4EZ76,XGKZFTMEAB15,,"TILTON, KELLY + BELL, PLLC",USA,55 W MONROE ST STE 1975,,CHICAGO,COOK,IL,606035007,S,SMALL BUSINESS,4,1,1
UEI:KMRLNFLM5LV4,KMRLNFLM5LV4,,JONES STUDIO INC,JONES STUDIO INC,,4NM68,KMRLNFLM5LV4,,JONES STUDIO INC,USA,205 S WILSON ST,,TEMPE,MARICOPA,AZ,852812703,S,SMALL BUSINESS,2,1,1
UEI:JDKWFKD2C665,JDKWFKD2C665,,CFM PROJECT CONSULTING GROUP INC,CFM PROJECT CONSULTING GROUP INC,,341A9,JDKWFKD2C665,,CFM PROJECT CONSULTING GROUP INC,USA,255 NAJOLES ROAD,SUITE E,MILLERSVILLE,ANNE ARUNDEL,MD,211082678,S,SMALL BUSINESS,1,1,1
UEI:LABED5AFEKG3,LABED5AFEKG3,,JLOGISTICS LLC,JLOGISTICS LLC,,8C6L1,LABED5AFEKG3,,JLOGISTICS LLC,USA,1440 N HARBOR BLVD STE 900,,FULLERTON,ORANGE,CA,928354122,S,SMALL BUSINESS,2,1,1
UEI:JNUJLPGBJ7H5,JNUJLPGBJ7H5,,"MG SCIENTIFIC, INC.",MG SCIENTIFIC INC,,0B4J7,JNUJLPGBJ7H5,,"MG SCIENTIFIC, INC.",USA,8500 107TH ST,,PLEASANT PRAIRIE,KENOSHA,WI,531585812,S,SMALL BUSINESS,2,1,1
UEI:YKN3TC5KTZE3,YKN3TC5KTZE3,,NOMA IMPROVEMENT ASSOCIATION,NOMA IMPROVEMENT ASSOCIATION,,4WD46,YKN3TC5KTZE3,,NOMA IMPROVEMENT ASSOCIATION,USA,1140 3RD ST NE STE 400B,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200027899,O,OTHER THAN SMALL BUSINESS,3,1,1
UEI:LKC1YLJ12NB4,LKC1YLJ12NB4,,IRONCLAD SERVICES INC,"IRONCLAD SERVICES, INC.",,36HN9,HQDQT9XDHC27,,IRONCLAD SERVICES INC,USA,1500 MAIN ST STE 2004,,SPRINGFIELD,HAMPDEN,MA,01115,S,SMALL BUSINESS,7,1,1
UEI:LS9FECEECDM3,LS9FECEECDM3,,HONEYWELL INTERNATIONAL INC.,HONEYWELL INTERNATIONAL INC,,1NP59,FKBHDS7BRJF4,,"HONEYWELL SAFETY PRODUCTS USA, INC.",USA,135 W FOREST HILL AVE,,OAK CREEK,MILWAUKEE,WI,531542901,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:WNZNK8JA76E1,WNZNK8JA76E1,,"ST. CLAIR ASSOCIATED VOCATIONAL ENTERPRISES, INC.","ST. CLAIR ASSOCIATED VOCATIONAL ENTERPRISES, INC.",,04DG5,WNZNK8JA76E1,,"ST. CLAIR ASSOCIATED VOCATIONAL ENTERPRISES, INC.",USA,3001 SAVE RD,,BELLEVILLE,ST. CLAIR,IL,622217018,O,OTHER THAN SMALL BUSINESS,3,1,1
UEI:T7NSN7RLK2K7,T7NSN7RLK2K7,,EB ENTERPRISES LLC,EB ENTERPRISES LLC,,5UCC8,T7NSN7RLK2K7,,EB ENTERPRISES LLC,USA,18110 MERINO DR,,ACCOKEEK,PRINCE GEORGE'S,MD,206073289,S,SMALL BUSINESS,5,1,1
UEI:URVVM4GQ1F75,URVVM4GQ1F75,,COURTESY ELECTRIC INC,COURTESY ELECTRIC INC,,74RP9,URVVM4GQ1F75,,COURTESY ELECTRIC INC,USA,6551 N OLMSTED AVE,,CHICAGO,COOK,IL,606311414,S,SMALL BUSINESS,4,1,1
UEI:M79BEJSAZLH1,M79BEJSAZLH1,,"VERSAR SECURITY SYSTEMS, LLC","VERSAR SECURITY SYSTEMS, LLC",,1SAH7,M79BEJSAZLH1,,"VERSAR SECURITY SYSTEMS, LLC",USA,1025 VERMONT AVE NW STE 500,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200056310,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:H5Y5BU8TQ6C7,H5Y5BU8TQ6C7,,"BES DESIGN/BUILD, LLC","BES DESIGN/BUILD, LLC",,4XSN9,H5Y5BU8TQ6C7,,"BES DESIGN/BUILD, LLC",USA,766 MIDDLE ST,,FAIRHOPE,BALDWIN,AL,365321534,S,SMALL BUSINESS,3,1,1
UEI:T5WPEDNNT7J5,T5WPEDNNT7J5,,ALASKA DTS LLC,ALASKA DTS LLC,,6UG57,T5WPEDNNT7J5,,ALASKA DTS LLC,USA,1301 W MYSTERY AVE STE C,,WASILLA,MATANUSKA-SUSITNA,AK,996546358,S,SMALL BUSINESS,3,1,1
UEI:KN83WH2YB1W1,KN83WH2YB1W1,,ENVIRONMENTAL SYSTEMS CORP,ENVIRONMENTAL SYSTEMS CORP,,56734,RR6ZLMMKNQF4,,THE CHURCHILL COMPANIES,USA,10801 N MOPAC EXPY,BLDG 1-200,AUSTIN,TRAVIS,TX,787595409,S,SMALL BUSINESS,2,1,1
UEI:KUCNGQWMT115,KUCNGQWMT115,,OFFICE DESIGN & FURNISHINGS LLC,OFFICE DESIGN & FURNISHINGS LLC,,5ZDM8,KUCNGQWMT115,,OFFICE DESIGN & FURNISHINGS LLC,USA,1760 ABBEY RD STE 200,,EAST LANSING,INGHAM,MI,488237302,S,SMALL BUSINESS,4,1,2
UEI:DT9JG9QHFEE9,DT9JG9QHFEE9,,"GRIFFIN ENRIGHT ARCHITECTS, INC.","GRIFFIN ENRIGHT ARCHITECTS, INC.",,3LZH2,DT9JG9QHFEE9,,"GRIFFIN ENRIGHT ARCHITECTS, INC.",USA,12468 W WASHINGTON BLVD,,LOS ANGELES,LOS ANGELES,CA,900665512,S,SMALL BUSINESS,2,1,1
UEI:JRCNJDBNM7Y7,JRCNJDBNM7Y7,,"GREEN'S MOVING & STORAGE, INC.","GREEN'S MOVING & STORAGE, INC.",,0DLE0,JRCNJDBNM7Y7,,"GREEN'S MOVING & STORAGE, INC.",USA,1115 E NEW YORK ST,,RAPID CITY,PENNINGTON,SD,577011723,S,SMALL BUSINESS,2,1,1
UEI:T39AK2RRG2H9,T39AK2RRG2H9,,HDR ENGINEERING INC,"HDR ENGINEERING, INC.",,1EHX1,KG5KCNG22BK6,,"HDR, INC",USA,1917 S 67TH ST,,OMAHA,DOUGLAS,NE,681062973,O,OTHER THAN SMALL BUSINESS,2,1,1
UEI:CYHGRE1QZNN1,CYHGRE1QZNN1,,"MARK KLETT PHOTOGRAPHY, LLC","MARK KLETT PHOTOGRAPHY, LLC",,99RU6,CYHGRE1QZNN1,,"MARK KLETT PHOTOGRAPHY, LLC",USA,1136 S ASH AVE,,TEMPE,MARICOPA,AZ,852815630,S,SMALL BUSINESS,2,1,1
UEI:G7GGCZ6ECJ99,G7GGCZ6ECJ99,,"AECOM SERVICES, LLC","AECOM SERVICES, INC.",,4D228,NACNFSZD87F6,,AECOM,USA,3101 WILSON BLVD STE 900,,ARLINGTON,ARLINGTON,VA,222014446,O,OTHER THAN SMALL BUSINESS,5,1,1
UEI:JLMCGHHMK5D4,JLMCGHHMK5D4,,ADVANCE RRP LLC,ADVANCE RRP LLC,,6URS8,JLMCGHHMK5D4,,ADVANCE RRP LLC,USA,711 N MAIN ST,STE 4,PLEASANTVILLE,ATLANTIC,NJ,082321590,S,SMALL BUSINESS,1,1,1
UEI:CMKXQGA7J336,CMKXQGA7J336,,MGI SERVICES CORPORATION,MGI SERVICES CORPORATION,,09QY4,SWPGCDZAGND6,,MGI SERVICES CORPORATION,USA,1727 LOCUST ST,,SAINT LOUIS,ST. LOUIS (CITY),MO,631031703,O,OTHER THAN SMALL BUSINESS,5,1,1
UEI:DMAAYQ8MFYE4,DMAAYQ8MFYE4,,MONTAGUE STUDIOS LTD.,MONTAGUE STUDIO LTD,,7ZSP9,DMAAYQ8MFYE4,,MONTAGUE STUDIOS LTD.,USA,197 ANTHONY ST,,EAST PROVIDENCE,PROVIDENCE,RI,029144401,S,SMALL BUSINESS,4,1,1
UEI:CQJRT1NCWBP9,CQJRT1NCWBP9,,DUNN ELECTRIC LLC,DUNN ELECTRIC LLC,,52U15,CQJRT1NCWBP9,,DUNN ELECTRIC LLC,USA,1147 LOGAN ST,,LOUISVILLE,JEFFERSON,KY,402042463,S,SMALL BUSINESS,2,1,1
UEI:KH12TC7LB5N1,KH12TC7LB5N1,,LEYVA JOANNA PARRA,LEYVA JOANNA PARRA,,83P62,KH12TC7LB5N1,,LEYVA JOANNA PARRA,USA,15915 E 77TH TER,,KANSAS CITY,JACKSON,MO,641391104,S,SMALL BUSINESS,6,1,1
UEI:EZ9ANGXK9FV5,EZ9ANGXK9FV5,,"ATLANTIC ANALYTICAL LABORATORIES, LLC","ATLANTIC ANALYTICAL LABORATORIES, LLC",,0JV70,EZ9ANGXK9FV5,,"ATLANTIC ANALYTICAL LABORATORIES, LLC",USA,291 RTE 22 EAST,SALEM INDUSTRIAL PARK STE 2,LEBANON,HUNTERDON,NJ,08833,S,SMALL BUSINESS,2,1,1
UEI:KSHPUTVAW2M9,KSHPUTVAW2M9,,"VDA, INC.","VDA, INC.",,1B8Y5,KSHPUTVAW2M9,,"VDA, INC.",USA,120 EAGLE ROCK AVE STE 310,,EAST HANOVER,MORRIS,NJ,079363159,S,SMALL BUSINESS,2,1,1
UEI:C3TWUXM6ZDY9,C3TWUXM6ZDY9,,"PERKINS+WILL, INC.","PERKINS+WILL, INC.",,4UVY1,C3TWUXM6ZDY9,,"PERKINS+WILL, INC.",USA,2 BRYANT ST STE 300,,SAN FRANCISCO,SAN FRANCISCO,CA,941051641,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:MSM8U1NHNMB8,MSM8U1NHNMB8,,ICONTROLS INC,ICONTROLS INC,ICONTROLS INC,9LH51,MSM8U1NHNMB8,,ICONTROLS INC,USA,408 SE DOUGLAS ST,,LEES SUMMIT,JACKSON,MO,640634247,S,SMALL BUSINESS,3,1,1
UEI:W9SABN4VVAG4,W9SABN4VVAG4,,"HSG, LLC","HSG, LLC",,5M1T8,W9SABN4VVAG4,,"HSG, LLC",USA,4001 S DECATUR BLVD #37-376,,LAS VEGAS,CLARK,NV,891035860,S,SMALL BUSINESS,5,1,1
UEI:MR9ZMSS165B4,MR9ZMSS165B4,,TRUVSI-MELGAR LLC,TRUVSI-MELGAR LLC,,8G7Y6,MR9ZMSS165B4,,TRUVSI-MELGAR LLC,USA,120 N TECH DR STE 103,,CLAYTON,JOHNSTON,NC,275205084,S,SMALL BUSINESS,5,1,1
UEI:D9PTJ1ZNJT93,D9PTJ1ZNJT93,,SOUTHEASTERN INDUSTRIAL BARLOVENTO JV,SOUTHEASTERN INDUSTRIAL BARLOVENTO JV,,8HRR2,D9PTJ1ZNJT93,,SOUTHEASTERN INDUSTRIAL BARLOVENTO JV,USA,1234 AIRPORT RD,STE 106,DESTIN,OKALOOSA,FL,325412924,S,SMALL BUSINESS,2,1,1
UEI:DF4XBNB7EQF6,DF4XBNB7EQF6,,"SPILL 911, INC.",SPILL 911 INC,,3DMP6,VGJSAWL1SKU3,,SPILL 911  INC,USA,5015 WILLOW RD,,ZIONSVILLE,BOONE,IN,460779445,S,SMALL BUSINESS,1,1,1
UEI:HE7NJQGP4ED6,HE7NJQGP4ED6,,FISHER SCIENTIFIC COMPANY L.L.C.,FISHER SCIENTIFIC COMPANY L.L.C.,,22527,HE7NJQGP4ED6,,FISHER SCIENTIFIC COMPANY L.L.C.,USA,300 INDUSTRY DR,,PITTSBURGH,ALLEGHENY,PA,152751001,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:KPQCB7CDXMB7,KPQCB7CDXMB7,,"VERIUS PROPERTY GROUP, LLC.","VERIUS PROPERTY GROUP, LLC.",,7JJ88,T4H5FLBT6MS3,,VERIUS PROPERTY GROUP  LLC.,USA,2439 MANHATTAN BLVD,STE 500,HARVEY,JEFFERSON,LA,700585360,S,SMALL BUSINESS,2,1,1
UEI:P8PZY8NKL5F8,P8PZY8NKL5F8,,"SOUTHEAST RESTORATION, INC.","SOUTHEAST RESTORATION, INC",,47JL2,P8PZY8NKL5F8,,"SOUTHEAST RESTORATION, INC.",USA,2606 PHOENIX DR BLDG 7,,GREENSBORO,GUILFORD,NC,274066358,S,SMALL BUSINESS,1,1,1
UEI:LECLUW1EPL37,LECLUW1EPL37,,"ANDERSON MASON DALE ARCHITECTS, P.C.","ANDERSON MASON DALE ARCHITECTS, P.C.",,0KU77,LECLUW1EPL37,,"ANDERSON MASON DALE ARCHITECTS, P.C.",USA,3198 N SPEER BLVD,,DENVER,DENVER,CO,802113763,O,OTHER THAN SMALL BUSINESS,1,1,1
